ID, FILENAME, URI,TITLE,AUTHOR,UPLOAD_DATE,DURATION,TOPIC1,TOPIC2,TOPIC3
579,DeborahScranton_2007.stm,/talks/deborah_scranton_an_iraq_war_movie_crowd_sourced_from_soldiers,An Iraq war movie crowd-sourced from soldiers,Deborah Scranton,2007-09-13,17M36S,entertainment,film,global issues
580,DebraJarvis_2014P.stm,/talks/debra_jarvis_yes_i_survived_cancer_but_that_doesn_t_define_me,"Yes, I survived cancer. But that doesn't define me",Debra Jarvis,2014-10-30,16M9S,cancer,health care,identity
581,DebRoy_2011.stm,/talks/deb_roy_the_birth_of_a_word,The birth of a word,Deb Roy,2011-03-10,19M52S,brain,language,time
582,DeeBoersma_2010Z.stm,/talks/dee_boersma_pay_attention_to_penguins,Pay attention to penguins,Dee Boersma,2010-05-19,15M9S,animals,global issues,Mission Blue
583,DeepikaKurup_2016W.stm,/talks/deepika_kurup_a_young_scientist_s_quest_for_clean_water,A young scientist's quest for clean water,Deepika Kurup,2017-01-27,7M59S,bacteria,chemistry,design
584,DeeyahKhan_2016X.stm,/talks/deeyah_khan_what_we_don_t_know_about_europe_s_muslim_kids,What we don't know about Europe's Muslim kids,Deeyah Khan,2017-01-26,20M11S,activism,community,Europe
585,DelHarvey_2014.stm,/talks/del_harvey_protecting_twitter_users_sometimes_from_themselves,Protecting Twitter users (sometimes from themselves),Del Harvey,2014-03-27,9M19S,social media,technology,
586,DenaSimmons_2015P.stm,/talks/dena_simmons_how_students_of_color_confront_impostor_syndrome,How students of color confront impostor syndrome,Dena Simmons,2016-12-15,10M20S,family,education,community
587,DenisDutton_2010.stm,/talks/denis_dutton_a_darwinian_theory_of_beauty,A Darwinian theory of beauty,Denis Dutton,2010-11-16,15M33S,beauty,brain,culture
588,DeniseHerzing_2013.stm,/talks/denise_herzing_could_we_speak_the_language_of_dolphins,Could we speak the language of dolphins?,Denise Herzing,2013-06-06,14M38S,animals,biology,communication
589,DennisHong_2009X.stm,/talks/dennis_hong_my_seven_species_of_robot_and_how_we_created_them,My seven species of robot -- and how we created them,Dennis Hong,2010-04-07,15M55S,AI,TEDx,engineering
590,DennisHong_2011.stm,/talks/dennis_hong_making_a_car_for_blind_drivers,Making a car for blind drivers,Dennis Hong,2011-05-31,9M8S,design,sight,technology
591,DennisvanEngelsdorp_2008P.stm,/talks/dennis_vanengelsdorp_a_plea_for_bees,A plea for bees,Dennis vanEngelsdorp,2008-12-10,16M28S,animals,bees,disease
592,DerekSivers_2009I.stm,/talks/derek_sivers_weird_or_just_different,"Weird, or just different?",Derek Sivers,2010-01-29,2M42S,business,creativity,india
593,DerekSivers_2010G.stm,/talks/derek_sivers_keep_your_goals_to_yourself,Keep your goals to yourself,Derek Sivers,2010-09-02,3M15S,motivation,personal growth,self
594,DerekSivers_2010U.stm,/talks/derek_sivers_how_to_start_a_movement,How to start a movement,Derek Sivers,2010-04-01,3M9S,business,dance,entertainment
595,DevduttPattanaik_2009I.stm,/talks/devdutt_pattanaik_east_vs_west_the_myths_that_mystify,East vs. West -- the myths that mystify,Devdutt Pattanaik,2009-11-19,18M26S,business,culture,global issues
596,DianaLaufenberg_2010X.stm,/talks/diana_laufenberg_how_to_learn_from_mistakes,How to learn? From mistakes,Diana Laufenberg,2010-12-15,10M5S,TEDx,culture,education
597,DianaNyad_2011P.stm,/talks/jack_horner_building_a_dinosaur_from_a_chicken,Building a dinosaur from a chicken,Jack Horner,2011-06-07,16M36S,dinosaurs,genetics,paleontology
598,DianaNyad_2013W.stm,/talks/diana_nyad_never_ever_give_up,"Never, ever give up",Diana Nyad,2013-12-23,15M35S,aging,culture,sports
599,DianeBenscoter_2009U.stm,/talks/diane_benscoter_how_cults_rewire_the_brain,How cults rewire the brain,Diane Benscoter,2009-06-17,6M24S,activism,religion,
600,DianeKelly_2012P.stm,/talks/diane_kelly_what_we_didn_t_know_about_penis_anatomy,What we didn't know about penis anatomy,Diane Kelly,2012-06-05,11M20S,biology,science,sex
601,DiannaCohen_2010Z.stm,/talks/dianna_cohen_tough_truths_about_plastic_pollution,Tough truths about plastic pollution,Dianna Cohen,2010-10-20,5M18S,consumerism,global issues,Mission Blue
602,DidierSornette_2013G.stm,/talks/didier_sornette_how_we_can_predict_the_next_financial_crisis,How we can predict the next financial crisis,Didier Sornette,2013-06-17,17M1S,business,economics,global issues
603,DiebedoFrancisKere_2013Z.stm,/talks/diebedo_francis_kere_how_to_build_with_clay_and_community,How to build with clay ... and community,Diébédo Francis Kéré,2013-12-10,12M11S,Africa,architecture,sustainability
604,DilipRatha_2014G.stm,/talks/dilip_ratha_the_hidden_force_in_global_economics_sending_money_home,The hidden force in global economics: sending money home,Dilip Ratha,2014-10-09,16M59S,business,economics,finance
605,DimitarSasselov_2010G.stm,/talks/dimitar_sasselov_how_we_found_hundreds_of_potential_earth_like_planets,How we found hundreds of potential Earth-like planets,Dimitar Sasselov,2010-07-21,18M30S,Planets,astronomy,biology
606,DonaldHoffman_2015.stm,/talks/donald_hoffman_do_we_see_reality_as_it_is,Do we see reality as it is?,Donald Hoffman,2015-06-11,21M50S,cognitive science,science,consciousness
607,DonaldSadoway_2012.stm,/talks/donald_sadoway_the_missing_link_to_renewable_energy,The missing link to renewable energy,Donald Sadoway,2012-03-26,15M15S,energy,invention,technology
608,DongWooJang_2013.stm,/talks/dong_woo_jang_the_art_of_bow_making,The art of bow-making,Dong Woo Jang,2013-11-01,8M28S,Asia,culture,demo
609,DonLevy_2012U.stm,/talks/don_levy_a_cinematic_journey_through_visual_effects,A cinematic journey through visual effects,Don Levy,2013-01-04,6M54S,film,animation,history
610,DonNorman_2003.stm,/talks/don_norman_3_ways_good_design_makes_you_happy,3 ways good design makes you happy,Don Norman,2009-03-09,12M41S,creativity,design,happiness
611,DonTapscott_2012G.stm,/talks/don_tapscott_four_principles_for_the_open_world,Four principles for the open world,Don Tapscott,2012-06-28,17M50S,business,future,technology
612,DonTapscott_2016T.stm,/talks/don_tapscott_how_the_blockchain_is_changing_money_and_business,How the blockchain is changing money and business,Don Tapscott,2016-08-25,18M49S,business,collaboration,computers
613,DorisKearnsGoodwin_2008.stm,/talks/doris_kearns_goodwin_lessons_from_past_presidents,Lessons from past presidents,Doris Kearns Goodwin,2008-10-07,18M48S,entertainment,history,politics
614,DorisKimSung_2012X.stm,/talks/doris_kim_sung_metal_that_breathes,Metal that breathes,Doris Kim Sung,2012-10-25,8M59S,TEDx,architecture,art
615,DorothyRoberts_2015P.stm,/talks/dorothy_roberts_the_problem_with_race_based_medicine,The problem with race-based medicine,Dorothy Roberts,2016-02-12,14M36S,activism,disease,health
616,DrewBerry_2011X.stm,/talks/drew_berry_animations_of_unseeable_biology,Animations of unseeable biology,Drew Berry,2012-01-12,9M8S,TEDx,biology,science
617,DrewCurtis_2012.stm,/talks/drew_curtis_how_i_beat_a_patent_troll,How I beat a patent troll,Drew Curtis,2012-04-17,6M40S,business,entrepreneur,law
618,DrewDudley_2010X.stm,/talks/drew_dudley_everyday_leadership,Everyday leadership,Drew Dudley,2012-02-11,6M14S,TEDx,community,leadership
619,DrewDudley_2011X.stm,/talks/drew_dudley_everyday_leadership,Everyday leadership,Drew Dudley,2012-02-11,6M14S,TEDx,community,leadership
620,DrHawaAbdiandDrDeqoMohamed_2010W.stm,/talks/hawa_abdi_deqo_mohamed_mother_and_daughter_doctor_heroes,Mother and daughter doctor-heroes,Hawa Abdi + Deqo Mohamed,2011-02-09,8M43S,community,global issues,health
621,DustinYellin_2014S.stm,/talks/dustin_yellin_a_journey_through_the_mind_of_an_artist,A journey through the mind of an artist,Dustin Yellin,2015-08-21,7M32S,art,collaboration,creativity
622,DyandeNapoli_2011X.stm,/talks/dyan_denapoli_the_great_penguin_rescue,The great penguin rescue,Dyan deNapoli,2011-08-09,11M43S,TEDx,animals,birds
623,EamesDemetrios_2007.stm,/talks/eames_demetrios_the_design_genius_of_charles_ray_eames,The design genius of Charles + Ray Eames,Eames Demetrios,2009-07-06,15M8S,creativity,design,film
624,EbenBayer_2010G.stm,/talks/eben_bayer_are_mushrooms_the_new_plastic,Are mushrooms the new plastic?,Eben Bayer,2010-10-04,9M5S,environment,nature,plastic
625,EdBoyden_2011.stm,/talks/ed_boyden_a_light_switch_for_neurons,A light switch for neurons,Ed Boyden,2011-05-15,18M24S,brain,science,technology
626,EdBoyden_2016T.stm,/talks/ed_boyden_a_new_way_to_study_the_brain_s_invisible_secrets,A new way to study the brain's invisible secrets,Ed Boyden,2016-07-21,13M15S,brain,chemistry,humanity
627,EddieObeng_2012G.stm,/talks/chrystia_freeland_the_rise_of_the_new_global_super_rich,The rise of the new global super-rich,Chrystia Freeland,2013-09-05,15M24S,business,economics,global issues
628,EddiReader_KiteflyersHill_2004.stm,/talks/dan_dennett_let_s_teach_religion_all_religion_in_schools,Let's teach religion -- all religion -- in schools,Dan Dennett,2006-07-18,24M45S,atheism,brain,cognitive science
629,EddyCartaya_2013Y.stm,/talks/eddy_cartaya_my_glacier_cave_discoveries,My glacier cave discoveries,Eddy Cartaya,2013-12-11,8M2S,exploration,,
630,EdGavagan_2012P.stm,/talks/ed_gavagan_a_story_about_knots_and_surgeons,A story about knots and surgeons,Ed Gavagan,2012-09-21,12M21S,crime,medicine,storytelling
631,EdiRama_2012X.stm,/talks/edi_rama_take_back_your_city_with_paint,Take back your city with paint,Edi Rama,2013-02-08,15M42S,Europe,TEDx,art
632,EdithWidder_2010Z.stm,/talks/edith_widder_glowing_life_in_an_underwater_world,Glowing life in an underwater world,Edith Widder,2010-04-19,17M19S,animals,design,exploration
633,EdithWidder_2011.stm,/talks/edith_widder_the_weird_wonderful_world_of_bioluminescence,"The weird, wonderful world of bioluminescence",Edith Widder,2011-05-19,12M45S,biology,deextinction,exploration
634,EdithWidder_2013.stm,/talks/edith_widder_how_we_found_the_giant_squid,How we found the giant squid,Edith Widder,2013-03-05,8M38S,technology,marine biology,science
635,EduardoBriceno_2016X.stm,/talks/eduardo_briceno_how_to_get_better_at_the_things_you_care_about,How to get better at the things you care about,Eduardo Briceño,2017-02-01,11M22S,education,mindfulness,performance
636,EduardoPaes_2012.stm,/talks/karima_bennoune_when_people_of_muslim_heritage_challenge_fundamentalism,When people of Muslim heritage challenge fundamentalism,Karima Bennoune,2014-07-10,20M5S,history,religion,storytelling
637,EdUlbrich_2009.stm,/talks/ed_ulbrich_how_benjamin_button_got_his_face,How Benjamin Button got his face,Ed Ulbrich,2009-02-23,18M7S,aging,business,entertainment
638,EdwardBurtynsky_2005.stm,/talks/edward_burtynsky_my_wish_manufactured_landscapes_and_green_education,My wish: Manufactured landscapes and green education,Edward Burtynsky,2006-10-31,34M25S,TED Prize,art,cities
639,EdwardBurtynsky_2009G.stm,/talks/edward_burtynsky_photographing_the_landscape_of_oil,Photographing the landscape of oil,Edward Burtynsky,2009-11-11,3M40S,TED Prize,design,energy
640,EdwardSnowden_2014.stm,/talks/edward_snowden_here_s_how_we_take_back_the_internet,Here's how we take back the Internet,Edward Snowden,2014-03-19,35M2S,Internet,journalism,law
641,EdwardTenner_2011.stm,/talks/edward_tenner_unintended_consequences,Unintended consequences,Edward Tenner,2011-09-06,16M10S,culture,design,history
642,EdYong_2014.stm,/talks/ed_yong_zombie_roaches_and_other_parasite_tales,Zombie roaches and other parasite tales,Ed Yong,2014-03-26,13M14S,biology,microbiology,science
643,EinsteinTheParrot_2006.stm,/talks/einstein_the_parrot_a_talking_squawking_parrot,"A talking, squawking parrot",Einstein the Parrot,2008-08-29,5M48S,animals,education,entertainment
644,ElaineMorgan_2009G.stm,/talks/elaine_morgan_i_believe_we_evolved_from_aquatic_apes,I believe we evolved from aquatic apes,Elaine Morgan,2009-07-31,17M13S,evolution,science,primates
645,EleanorLongden_2013.stm,/talks/eleanor_longden_the_voices_in_my_head,The voices in my head,Eleanor Longden,2013-08-08,14M17S,health,health care,mental health
646,EleniGabreMadhin_2007G.stm,/talks/eleni_gabre_madhin_a_commodities_exchange_for_ethiopia,A commodities exchange for Ethiopia,Eleni Gabre-Madhin,2007-10-25,20M34S,business,economics,food
647,EliBeer_2013P.stm,/talks/eli_beer_the_fastest_ambulance_a_motorcycle,The fastest ambulance? A motorcycle,Eli Beer,2013-07-30,10M44S,health,health care,medicine
648,ElifShafak_2010G.stm,/talks/elif_shafak_the_politics_of_fiction,The politics of fiction,Elif Shafak,2010-07-16,19M45S,culture,politics,storytelling
649,EliPariser_2011.stm,/talks/eli_pariser_beware_online_filter_bubbles,"Beware online ""filter bubbles""",Eli Pariser,2011-05-02,9M4S,culture,global issues,journalism
650,EliseRoy_2015X.stm,/talks/elise_roy_when_we_design_for_disability_we_all_benefit,"When we design for disability, we all benefit",Elise Roy,2016-07-08,13M17S,collaboration,communication,design
651,ElizabethGilbert_2014.stm,/talks/elizabeth_gilbert_success_failure_and_the_drive_to_keep_creating,"Success, failure and the drive to keep creating",Elizabeth Gilbert,2014-04-25,7M18S,creativity,success,writing
652,ElizabethLesser_2010W.stm,/talks/elizabeth_lesser_take_the_other_to_lunch,"Take ""the Other"" to lunch",Elizabeth Lesser,2011-01-13,11M8S,communication,global issues,politics
653,ElizabethLesser_2016W.stm,/talks/elizabeth_lesser_say_your_truths_and_seek_them_in_others,Say your truths and seek them in others,Elizabeth Lesser,2016-12-08,15M44S,aging,communication,compassion
654,ElizabethLev_2015G.stm,/talks/elizabeth_lev_the_unheard_story_of_the_sistine_chapel,The unheard story of the Sistine Chapel,Elizabeth Lev,2016-01-22,17M33S,Christianity,creativity,beauty
655,ElizabethLindsey_2010W.stm,/talks/elizabeth_lindsey_curating_humanity_s_heritage,Curating humanity's heritage,Elizabeth Lindsey,2011-02-23,10M13S,anthropology,storytelling,
656,ElizabethLoftus_2013G.stm,/talks/elizabeth_loftus_how_reliable_is_your_memory,How reliable is your memory?,Elizabeth Loftus,2013-09-23,17M36S,memory,psychology,science
657,ElizabethMurchison_2011G.stm,/talks/elizabeth_murchison_fighting_a_contagious_cancer,Fighting a contagious cancer,Elizabeth Murchison,2011-09-22,13M3S,animals,biology,cancer
658,ElizabethNyamayaro_2015W.stm,/talks/elizabeth_nyamayaro_an_invitation_to_men_who_want_a_better_world_for_women,An invitation to men who want a better world for women,Elizabeth Nyamayaro,2015-09-01,12M39S,activism,gender,global issues
659,ElizabethPisani_2010.stm,/talks/lauren_zalaznick_the_conscience_of_television,The conscience of television,Lauren Zalaznick,2011-09-16,13M12S,culture,entertainment,television
660,EllenDunhamJones_2010X.stm,/talks/ellen_dunham_jones_retrofitting_suburbia,Retrofitting suburbia,Ellen Dunham-Jones,2010-06-29,19M23S,TEDx,cities,design
661,EllenGustafson_2010X.stm,/talks/ellen_gustafson_obesity_hunger_1_global_food_issue,Obesity + hunger = 1 global food issue,Ellen  Gustafson,2010-07-07,11M15S,TEDx,food,global issues
662,EllenJorgensen_2012G.stm,/talks/ellen_jorgensen_biohacking_you_can_do_it_too,"Biohacking -- you can do it, too",Ellen Jorgensen,2013-01-15,10M8S,biology,biotech,community
663,EllenJorgensen_2016T.stm,/talks/ellen_jorgensen_what_you_need_to_know_about_crispr,What you need to know about CRISPR,Ellen Jorgensen,2016-10-03,9M53S,biology,biotech,curiosity
664,EllenTHoen_2012X.stm,/talks/andrew_solomon_love_no_matter_what,"Love, no matter what",Andrew Solomon,2013-06-03,23M27S,culture,disability,family
665,ElliotKrane_2011U.stm,/talks/elliot_krane_the_mystery_of_chronic_pain,The mystery of chronic pain,Elliot Krane,2011-05-18,8M14S,brain,health,health care
666,ElonMusk_2013.stm,/talks/elon_musk_the_mind_behind_tesla_spacex_solarcity,"The mind behind Tesla, SpaceX, SolarCity ...",Elon Musk,2013-03-19,21M4S,energy,entrepreneur,exploration
667,ElonMusk_2017.stm,/talks/elon_musk_the_future_we_re_building_and_boring,The future we're building -- and boring,Elon Musk,2017-04-30,40M50S,cities,energy,design
668,EloraHardy_2015.stm,/talks/elora_hardy_magical_houses_made_of_bamboo,"Magical houses, made of bamboo",Elora Hardy,2015-05-12,10M17S,architecture,design,sustainability
669,eLSeed_2015U.stm,/talks/el_seed_street_art_with_a_message_of_hope_and_peace,Street art with a message of hope and peace,eL Seed,2015-07-23,5M39S,TED Fellows,art,culture
670,eLSeed_2016T.stm,/talks/el_seed_a_project_of_peace_painted_across_50_buildings,"A project of peace, painted across 50 buildings",eL Seed,2016-07-19,11M26S,beauty,art,community
671,ElynSaks_2012G.stm,/talks/elyn_saks_a_tale_of_mental_illness_from_the_inside,A tale of mental illness -- from the inside,Elyn Saks,2012-06-29,14M52S,brain,depression,health care
672,EmanMohammed_2014U.stm,/talks/eman_mohammed_the_courage_to_tell_a_hidden_story,The courage to tell a hidden story,Eman Mohammed,2014-09-24,4M12S,Middle East,TED Fellows,gender
673,EmilieWapnick_2015X.stm,/talks/emilie_wapnick_why_some_of_us_don_t_have_one_true_calling,Why some of us don't have one true calling,Emilie Wapnick,2015-10-02,12M26S,TEDx,creativity,curiosity
674,EmilyBalcetis_2014X.stm,/talks/emily_balcetis_why_some_people_find_exercise_harder_than_others,Why some people find exercise harder than others,Emily Balcetis,2014-11-25,14M8S,TEDx,decision-making,health
675,EmilyLevine_2002.stm,/talks/emily_levine_a_theory_of_everything,A theory of everything,Emily Levine,2009-04-09,22M52S,cognitive science,comedy,entertainment
676,EmilyOster_2007.stm,/talks/emily_oster_flip_your_thinking_on_aids_in_africa,Flip your thinking on AIDS in Africa,Emily Oster,2007-07-12,15M34S,AIDS,Africa,economics
677,EmilyParsonsLord_2016X.stm,/talks/emily_parsons_lord_art_made_of_the_air_we_breathe,Art made of the air we breathe,Emily Parsons-Lord,2017-01-19,10M49S,ancient world,animals,Anthropocene
678,EmilyPilloton_2010G.stm,/talks/emily_pilloton_teaching_design_for_change,Teaching design for change,Emily Pilloton,2010-11-08,16M43S,design,education,poverty
679,EmmaMarris_2016T.stm,/talks/travis_kalanick_uber_s_plan_to_get_more_people_into_fewer_cars,Uber's plan to get more people into fewer cars,Travis Kalanick,2016-03-04,19M18S,business,cities,economics
680,EmmanuelJal_2009G.stm,/talks/emmanuel_jal_the_music_of_a_war_child,The music of a war child,Emmanuel Jal,2009-08-07,18M3S,entertainment,global issues,music
681,EmmaTeeling_2012X.stm,/talks/emma_teeling_the_secret_of_the_bat_genome,The secret of the bat genome,Emma Teeling,2012-10-31,16M25S,TEDx,animals,biology
682,EmtithalMahmoud_2016P.stm,/talks/emtithal_mahmoud_a_young_poet_tells_the_story_of_darfur,A young poet tells the story of Darfur,Emtithal Mahmoud,2017-03-31,10M51S,Africa,art,communication
683,EnricSala_2010Z.stm,/talks/enric_sala_glimpses_of_a_pristine_ocean,Glimpses of a pristine ocean,Enric Sala,2010-05-12,19M55S,economics,fish,Mission Blue
684,EnriquePenelosa_2013Z.stm,/talks/enrique_penalosa_why_buses_represent_democracy_in_action,Why buses represent democracy in action,Enrique Peñalosa,2013-12-06,14M17S,cities,design,sustainability
685,EOWilson_2007.stm,/talks/e_o_wilson_my_wish_build_the_encyclopedia_of_life,My wish: Build the Encyclopedia of Life,E.O. Wilson,2007-04-03,22M35S,TED Prize,biodiversity,biology
686,EOWilson_2012P.stm,/talks/e_o_wilson_advice_to_a_young_scientist,Advice to a young scientist,E.O. Wilson,2012-06-25,14M56S,TED Prize,education,math
687,ErezLiebermanAiden_2011X.stm,/talks/jean_baptiste_michel_erez_lieberman_aiden_what_we_learned_from_5_million_books,What we learned from 5 million books,Jean-Baptiste Michel + Erez Lieberman Aiden,2011-09-20,14M8S,TEDx,data,design
688,EricaFrenkel_2011X.stm,/talks/erica_frenkel_the_universal_anesthesia_machine,The universal anesthesia machine,Erica Frenkel,2012-02-02,11M23S,Surgery,TEDx,design
689,EricBerlow_2010G.stm,/talks/eric_berlow_simplifying_complexity,Simplifying complexity,Eric Berlow,2010-11-12,3M42S,TED Fellows,design,science
690,EricBerlow_2013U.stm,/talks/eric_berlow_and_sean_gourley_mapping_ideas_worth_spreading,Mapping ideas worth spreading,Eric Berlow and Sean Gourley,2013-09-18,7M55S,TED Fellows,algorithm,data
691,EricDishman_2009P.stm,/talks/eric_dishman_take_health_care_off_the_mainframe,Take health care off the mainframe,Eric Dishman,2010-03-16,16M41S,business,health,health care
692,EricDishman_2013S.stm,/talks/eric_dishman_health_care_should_be_a_team_sport,Health care should be a team sport,Eric Dishman,2013-04-11,15M59S,health care,technology,heart
693,EricGiler_2009G.stm,/talks/eric_giler_a_demo_of_wireless_electricity,A demo of wireless electricity,Eric Giler,2009-08-25,10M9S,engineering,entrepreneur,future
694,EricHaseltine_2015P.stm,/talks/john_green_the_nerd_s_guide_to_learning_everything_online,The nerd's guide to learning everything online,John Green,2015-07-22,18M10S,TEDx,community,education
695,EricLiu_2013Z.stm,/talks/eric_liu_why_ordinary_people_need_to_understand_power,Why ordinary people need to understand power,Eric Liu,2014-08-14,17M15S,democracy,policy,politics
696,EricLiu_2016S.stm,/talks/eric_liu_there_s_no_such_thing_as_not_voting,There's no such thing as not voting,Eric Liu,2016-09-19,13M33S,communication,collaboration,community
697,EricSanderson_2009G.stm,/talks/eric_sanderson_new_york_before_the_city,New York -- before the City,Eric Sanderson,2009-10-12,16M9S,cities,environment,history
698,EricTopol_2009P.stm,/talks/eric_topol_the_wireless_future_of_medicine,The wireless future of medicine,Eric Topol,2010-02-23,16M58S,disease,health,health care
699,EricWhitacre_2011.stm,/talks/eric_whitacre_a_virtual_choir_2_000_voices_strong,"A virtual choir 2,000 voices strong",Eric Whitacre,2011-04-01,14M34S,conducting,entertainment,music
700,EricWhitacre_2013.stm,/talks/eric_whitacre_virtual_choir_live,Virtual Choir Live,Eric Whitacre,2013-03-22,12M32S,collaboration,community,conducting
701,EricXLi_2013G.stm,/talks/eric_x_li_a_tale_of_two_political_systems,A tale of two political systems,Eric X. Li,2013-07-01,20M37S,Asia,business,china
702,ErikaGregory_2016W.stm,/talks/erika_gregory_the_world_doesn_t_need_more_nuclear_weapons,The world doesn't need more nuclear weapons,Erika Gregory,2017-01-04,14M59S,collaboration,fear,government
703,ErikBrynjolfsson_2013.stm,/talks/erik_brynjolfsson_the_key_to_growth_race_with_the_machines,The key to growth? Race with the machines,Erik Brynjolfsson,2013-04-23,11M56S,business,economics,technology
704,ErikHersman_2009U.stm,/talks/erik_hersman_reporting_crisis_via_texting,Reporting crisis via texting,Erik Hersman,2009-04-22,3M56S,Africa,activism,communication
705,ErikJohansson_2011S.stm,/talks/golan_levin_art_that_looks_back_at_you,Art that looks back at you,Golan Levin,2009-07-30,15M33S,art,creativity,design
706,ErikSchlangen_2012X.stm,/talks/erik_schlangen_a_self_healing_asphalt,"A ""self-healing"" asphalt",Erik Schlangen,2013-02-12,6M50S,TEDx,demo,engineering
707,ErinMcKean_2007.stm,/talks/erin_mckean_the_joy_of_lexicography,The joy of lexicography,Erin McKean,2007-08-30,15M50S,culture,education,entertainment
708,ErinMcKean_2014Y.stm,/talks/erin_mckean_go_ahead_make_up_new_words,"Go ahead, make up new words!",Erin McKean,2014-12-22,6M52S,communication,creativity,language
709,ErnestMadu_2007G.stm,/talks/ernest_madu_world_class_health_care,World-class health care,Ernest Madu,2008-04-17,16M43S,Africa,activism,global issues
710,ErnestoSirolli_2012X.stm,/talks/ernesto_sirolli_want_to_help_someone_shut_up_and_listen,Want to help someone? Shut up and listen!,Ernesto Sirolli,2012-11-26,17M9S,TEDx,business,global issues
711,EstaSoler_2013W.stm,/talks/esta_soler_how_we_turned_the_tide_on_domestic_violence_hint_the_polaroid_helped,How we turned the tide on domestic violence (Hint: the Polaroid helped),Esta Soler,2014-02-03,11M10S,gender,violence,women
712,EstherDuflo_2010.stm,/talks/esther_duflo_social_experiments_to_fight_poverty,Social experiments to fight poverty,Esther Duflo,2010-05-03,16M47S,cities,economics,poverty
713,EstherPerel_2013S.stm,/talks/esther_perel_the_secret_to_desire_in_a_long_term_relationship,The secret to desire in a long-term relationship,Esther Perel,2013-02-14,19M10S,culture,love,relationships
714,EstherPerel_2015.stm,/talks/esther_perel_rethinking_infidelity_a_talk_for_anyone_who_has_ever_loved,Rethinking infidelity ... a talk for anyone who has ever loved,Esther Perel,2015-05-21,21M31S,culture,love,relationships
715,EthanNadelmann_2014G.stm,/talks/ethan_nadelmann_why_we_need_to_end_the_war_on_drugs,Why we need to end the War on Drugs,Ethan Nadelmann,2014-11-12,17M26S,crime,global issues,policy
716,EthanZuckerman_2010G.stm,/talks/ethan_zuckerman_listening_to_global_voices,Listening to global voices,Ethan Zuckerman,2010-07-15,19M45S,communication,global issues,language
717,EuvinNaidoo_2007G.stm,/talks/james_balog_time_lapse_proof_of_extreme_ice_loss,Time-lapse proof of extreme ice loss,James Balog,2009-09-08,19M22S,climate change,global issues,photography
718,EvanGrant_2009G.stm,/talks/evan_grant_making_sound_visible_through_cymatics,Making sound visible through cymatics,Evan Grant,2009-09-03,4M39S,design,math,science
719,EvanWilliams_2009.stm,/talks/evan_williams_the_voices_of_twitter_users,The voices of Twitter users,Evan Williams,2009-02-27,8M,business,communication,culture
720,EvaVertes_2005.stm,/talks/eva_vertes_meet_the_future_of_cancer_research,Meet the future of cancer research,Eva Vertes,2006-10-02,18M49S,cancer,disease,health
721,EvaZeisel_2001.stm,/talks/eva_zeisel_the_playful_search_for_beauty,The playful search for beauty,Eva Zeisel,2008-12-09,18M9S,creativity,design,exploration
722,EveEnsler_2004.stm,/talks/eve_ensler_happiness_in_body_and_soul,Happiness in body and soul,Eve Ensler,2006-09-06,20M25S,culture,entertainment,gender
723,EveEnsler_2005G.stm,/talks/ray_kurzweil_the_accelerating_power_of_technology,The accelerating power of technology,Ray Kurzweil,2006-11-14,22M56S,biotech,business,culture
724,EveEnsler_2009I.stm,/talks/harsha_bhogle_the_rise_of_cricket_the_rise_of_india,"The rise of cricket, the rise of India",Harsha Bhogle,2010-03-02,16M59S,business,culture,entertainment
725,EveEnsler_2010W.stm,/talks/eve_ensler_suddenly_my_body,"Suddenly, my body",Eve Ensler,2011-08-05,12M58S,activism,brain,cancer
726,EvelynGlennie_2003.stm,/talks/evelyn_glennie_how_to_truly_listen,How to truly listen,Evelyn Glennie,2007-04-06,32M9S,creativity,entertainment,music
727,EvgenyMorozov_2009G.stm,/talks/evgeny_morozov_how_the_net_aids_dictatorships,How the Net aids dictatorships,Evgeny Morozov,2009-09-22,11M53S,Internet,government,politics
728,EWidder_2010Z.stm,/talks/edith_widder_glowing_life_in_an_underwater_world,Glowing life in an underwater world,Edith Widder,2010-04-19,17M19S,animals,design,exploration
729,EythorBender_2011.stm,/talks/eythor_bender_human_exoskeletons_for_war_and_healing,Human exoskeletons -- for war and healing,Eythor Bender,2011-03-24,6M23S,design,disability,science
730,FabianHemmert_2009X.stm,/talks/fabian_hemmert_the_shape_shifting_future_of_the_mobile_phone,The shape-shifting future of the mobile phone,Fabian Hemmert,2010-09-23,4M15S,TEDx,communication,culture
731,FabianOefner_2013G.stm,/talks/fabian_oefner_psychedelic_science,Psychedelic science,Fabian Oefner,2013-10-03,12M5S,photography,science,microbiology
732,FabienCousteau_2014G.stm,/talks/fabien_cousteau_what_i_learned_from_spending_31_days_underwater,What I learned from spending 31 days underwater,Fabien Cousteau,2014-10-23,10M47S,biodiversity,exploration,ocean
733,FahadAlAttiya_2012S.stm,/talks/amy_purdy_living_beyond_limits,Living beyond limits,Amy Purdy,2011-11-27,9M44S,TEDx,entertainment,happiness
734,FaithJegede_2012S.stm,/talks/faith_jegede_cole_what_i_ve_learned_from_my_autistic_brothers,What I've learned from my autistic brothers,Faith Jegede Cole,2012-11-02,5M20S,Autism spectrum disorder,brain,culture
